Model,Label,Learning Rate,N Critic,Clip Value,Gradient Penalty,Kullback-Leibler Divergence,Inception Score
WCGAN,cuatroochenta,0.0001,4.0,0.001,,0.11861521352288835,557.6586064253158
WCGAN,UJI,0.0001,4.0,0.001,,0.0021697251185332986,380.6498743605956
WCGAN,GEOTECWIFI03,0.0001,4.0,0.005,,0.01492610681607695,603.6364391712274
WCGAN,480Invitados,0.0001,4.0,0.005,,0.25333801013469887,499.59758823399125
WCGAN,eduroam,0.0001,4.0,0.005,,0.006550314103618039,383.03819262289505
WCGAN,wpen-uji,0.0001,4.0,0.005,,0.3382643773554288,508.57516494713195
WCGAN,lt1iot,0.0001,4.0,0.005,,0.17197124792783533,555.0350751201547
WCGAN,cuatroochenta,0.0001,4.0,0.005,,0.26194652951820546,504.5023368196883
WCGAN,UJI,0.0001,4.0,0.005,,0.004784838087395622,415.14434155962203
WCGAN,GEOTECWIFI03,0.0001,4.0,0.01,,0.04670218381352671,1278.867635375347
WCGAN,480Invitados,0.0001,4.0,0.01,,0.38248557139568307,404.43925100023046
WCGAN,eduroam,0.0001,4.0,0.01,,0.042742395577110175,1468.1035877182044
WCGAN,wpen-uji,0.0001,4.0,0.01,,0.3242088529768943,553.8546515128904
WCGAN,lt1iot,0.0001,4.0,0.01,,0.9126611847982767,525.7396755385204
WCGAN,cuatroochenta,0.0001,4.0,0.01,,0.386124957630447,491.41794310482044
WCGAN,UJI,0.0001,4.0,0.01,,0.007109587408845964,842.4492705770112
WCGAN,GEOTECWIFI03,0.0001,4.0,0.05,,0.03353563986990108,1806.2510471967714
WCGAN,480Invitados,0.0001,4.0,0.05,,0.2635413638853657,730.9372522957113
WCGAN,eduroam,0.0001,4.0,0.05,,0.010128134862343624,1782.5729487460553
WCGAN,wpen-uji,0.0001,4.0,0.05,,0.26096735694827766,694.9217320467726
WCGAN,lt1iot,0.0001,4.0,0.05,,0.4525788976694088,852.3182449836381
WCGAN,cuatroochenta,0.0001,4.0,0.05,,0.14667827805862013,907.7351567790897
WCGAN,UJI,0.0001,4.0,0.05,,0.24809656925072837,1952.8444860493319
WCGAN,GEOTECWIFI03,0.0001,4.0,0.1,,0.4859062681498102,1124.2726558465351
WCGAN,480Invitados,0.0001,4.0,0.1,,0.4065376126228153,1895.4792006993794
WCGAN,eduroam,0.0001,4.0,0.1,,0.0037988854823468466,677.6364927994416
WCGAN,wpen-uji,0.0001,4.0,0.1,,0.6482804997433511,1245.0704206227933
WCGAN,lt1iot,0.0001,4.0,0.1,,0.8417419616487163,2014.902603038031
WCGAN,cuatroochenta,0.0001,4.0,0.1,,0.4287172316585702,1416.8875566963743
WCGAN,UJI,0.0001,4.0,0.1,,0.005017289677411925,481.7922960454551
WCGAN,GEOTECWIFI03,0.0001,5.0,0.001,,0.02821352319760359,840.7368471059089
WCGAN,480Invitados,0.0001,5.0,0.001,,0.336658377855752,425.95703687228075
WCGAN,eduroam,0.0001,5.0,0.001,,0.004217764208464293,494.1521411527666
WCGAN,wpen-uji,0.0001,5.0,0.001,,0.2641527501913477,571.5465744846997
WCGAN,lt1iot,0.0001,5.0,0.001,,0.4390019763993465,561.8724888724848
WCGAN,cuatroochenta,0.0001,5.0,0.001,,0.10498348118241219,480.9914372081579
WCGAN,UJI,0.0001,5.0,0.001,,0.0035576683174793344,458.371226509776
WCGAN,GEOTECWIFI03,0.0001,5.0,0.005,,0.01892376746251615,651.7760975246431
WCGAN,480Invitados,0.0001,5.0,0.005,,0.3991912341259465,509.5934447178269
WCGAN,eduroam,0.0001,5.0,0.005,,0.00517411541858033,319.2393776719053
WCGAN,wpen-uji,0.0001,5.0,0.005,,2.1509870641614235,995.4905252149847
WCGAN,lt1iot,0.0001,5.0,0.005,,0.4226568027579763,535.4905429164139
WCGAN,cuatroochenta,0.0001,5.0,0.005,,0.42628157856417426,563.2885996089558
WCGAN,UJI,0.0001,5.0,0.005,,0.003433415112568004,358.22173232515706
WCGAN,GEOTECWIFI03,0.0001,5.0,0.01,,0.013451098809778197,656.034098071442
WCGAN,480Invitados,0.0001,5.0,0.01,,1.0234727303701368,444.3782965185477
WCGAN,eduroam,0.0001,5.0,0.01,,0.005553822190999237,353.65175480698235
WCGAN,wpen-uji,0.0001,5.0,0.01,,0.26841351762714893,618.2769784109188
WCGAN,lt1iot,0.0001,5.0,0.01,,0.3859847910474085,662.4705107093853
WCGAN,cuatroochenta,0.0001,5.0,0.01,,0.2500381761743926,481.1520668484005
WCGAN,UJI,0.0001,5.0,0.01,,0.003629030266092347,385.3833903262947
WCGAN,GEOTECWIFI03,0.0001,5.0,0.05,,0.042081598088185124,1279.3204355864455
WCGAN,480Invitados,0.0001,5.0,0.05,,0.1792226723334709,1075.3974790686443
WCGAN,eduroam,0.0001,5.0,0.05,,0.039909625102363996,1122.0921924614267
WCGAN,wpen-uji,0.0001,5.0,0.05,,0.46493413797517824,1176.2281014810048
WCGAN,lt1iot,0.0001,5.0,0.05,,0.5323609875304206,1204.5000905973359
WCGAN,cuatroochenta,0.0001,5.0,0.05,,0.1537573527624293,1085.334772210099
WCGAN,UJI,0.0001,5.0,0.05,,0.035419990051780176,1172.8242303748493
WCGAN,GEOTECWIFI03,0.0001,5.0,0.1,,0.07758347878209312,1015.7319130274017
WCGAN,480Invitados,0.0001,5.0,0.1,,0.2465888773845524,473.80736935395987
WCGAN,eduroam,0.0001,5.0,0.1,,0.003924150639044725,511.72663747697095
WCGAN,wpen-uji,0.0001,5.0,0.1,,0.10638608628211618,480.2736006256896
WCGAN,lt1iot,0.0001,5.0,0.1,,0.17753285103809713,680.7519278300445
WCGAN,cuatroochenta,0.0001,5.0,0.1,,0.16542490041155827,500.02038287609287
WCGAN,UJI,0.0001,5.0,0.1,,0.004513875395689596,486.3088186552861
WCGAN,GEOTECWIFI03,0.0005,1.0,0.001,,0.023464185222607625,825.5166555136669
WCGAN,480Invitados,0.0005,1.0,0.001,,0.2649143960275915,686.0087679298247
WCGAN,eduroam,0.0005,1.0,0.001,,0.015547391129822197,750.6066510556336
WCGAN,wpen-uji,0.0005,1.0,0.001,,0.30505106254032943,866.4559456188174
WCGAN,lt1iot,0.0005,1.0,0.001,,0.40772865174055006,697.2040157585874
WCGAN,cuatroochenta,0.0005,1.0,0.001,,0.20064993845033358,678.5807211980991
WCGAN,UJI,0.0005,1.0,0.001,,0.008238939826161244,765.5182408666316
WCGAN,GEOTECWIFI03,0.0005,1.0,0.005,,0.00513344770532205,514.8492461925209
WCGAN,480Invitados,0.0005,1.0,0.005,,0.12161478843401434,394.23617172892614
WCGAN,eduroam,0.0005,1.0,0.005,,0.0039022979815443795,419.7492885142001
WCGAN,wpen-uji,0.0005,1.0,0.005,,0.21421283207571362,524.6418062623616
WCGAN,lt1iot,0.0005,1.0,0.005,,0.25845986611543303,554.606724981277
WCGAN,cuatroochenta,0.0005,1.0,0.005,,0.052710503380427785,409.39472754628576
WCGAN,UJI,0.0005,1.0,0.005,,0.0013180138076374897,459.6876737965383
WCGAN,GEOTECWIFI03,0.0005,1.0,0.01,,0.002297980444358484,664.7422883015741
WCGAN,480Invitados,0.0005,1.0,0.01,,0.01650622813296532,364.08563659967973
WCGAN,eduroam,0.0005,1.0,0.01,,0.0007242472688502718,344.0430162450385
WCGAN,wpen-uji,0.0005,1.0,0.01,,0.052418824693016675,439.00645280766275
WCGAN,lt1iot,0.0005,1.0,0.01,,0.041275975929116984,473.5678958405522
WCGAN,cuatroochenta,0.0005,1.0,0.01,,0.034055010794137065,395.848898465095
WCGAN,UJI,0.0005,1.0,0.01,,0.0004166917285245218,331.37566547873473
WCGAN,GEOTECWIFI03,0.0005,1.0,0.05,,0.6359634785320425,4234.697232706198
WCGAN,480Invitados,0.0005,1.0,0.05,,0.7367018008351546,826.2510504938298
WCGAN,eduroam,0.0005,1.0,0.05,,0.022939102902789867,2526.144109323416
WCGAN,wpen-uji,0.0005,1.0,0.05,,0.46793975455217984,1006.5229152981717
WCGAN,lt1iot,0.0005,1.0,0.05,,1.5264555425053983,627.4120824634663
WCGAN,cuatroochenta,0.0005,1.0,0.05,,1.192893153795109,723.3057022755975
WCGAN,UJI,0.0005,1.0,0.05,,0.00985239670989968,1199.3774168991677
WCGAN,GEOTECWIFI03,0.0005,1.0,0.1,,0.0015330848660721087,324.84739119667347
WCGAN,480Invitados,0.0005,1.0,0.1,,0.01948342310794402,308.99777639437013
WCGAN,eduroam,0.0005,1.0,0.1,,0.000829236678453177,257.7098076001003
WCGAN,wpen-uji,0.0005,1.0,0.1,,0.02709832386679101,325.3238622826354
WCGAN,lt1iot,0.0005,1.0,0.1,,0.026516824382220243,309.2834871031247
WCGAN,cuatroochenta,0.0005,1.0,0.1,,0.0187257405290482,316.7302415879176
WCGAN,UJI,0.0005,1.0,0.1,,0.0003606893319697672,244.53057380805296
WCGAN,GEOTECWIFI03,0.0005,2.0,0.001,,0.033239596340565794,964.6666318861191
WCGAN,480Invitados,0.0005,2.0,0.001,,0.17462362601955586,461.88469350412265
WCGAN,eduroam,0.0005,2.0,0.001,,0.004067429789366448,621.0008702399874
WCGAN,wpen-uji,0.0005,2.0,0.001,,0.1734277333872327,579.0807619266012
WCGAN,lt1iot,0.0005,2.0,0.001,,0.3386404701630534,825.5482248808352
WCGAN,cuatroochenta,0.0005,2.0,0.001,,0.5192198641023466,588.9582061555982
WCGAN,UJI,0.0005,2.0,0.001,,0.003148172607144388,632.0969399176413
WCGAN,GEOTECWIFI03,0.0005,2.0,0.005,,0.0065604954250908995,656.519696727561
WCGAN,480Invitados,0.0005,2.0,0.005,,0.2533957840469802,993.0495517843872
WCGAN,eduroam,0.0005,2.0,0.005,,0.001421862873889067,564.7110173051699
WCGAN,wpen-uji,0.0005,2.0,0.005,,0.3407508644846416,1362.1494054310078
WCGAN,lt1iot,0.0005,2.0,0.005,,0.6014506444697438,1139.8141529499528
WCGAN,cuatroochenta,0.0005,2.0,0.005,,0.11763149545248326,1144.671441467789
WCGAN,UJI,0.0005,2.0,0.005,,0.001030270498612693,521.9429967200675
WCGAN,GEOTECWIFI03,0.0005,2.0,0.01,,0.010080830144813025,1140.1228768948638
WCGAN,480Invitados,0.0005,2.0,0.01,,0.06202500053077045,703.1164302506246
WCGAN,eduroam,0.0005,2.0,0.01,,0.0026338926373740534,1884.6061360240872
WCGAN,wpen-uji,0.0005,2.0,0.01,,0.34366296077988034,1083.0410035821546
WCGAN,lt1iot,0.0005,2.0,0.01,,0.19152263878361137,684.5116987493118
WCGAN,cuatroochenta,0.0005,2.0,0.01,,0.035667721009576006,600.5515101060607
WCGAN,UJI,0.0005,2.0,0.01,,0.0020902170012812096,1013.0372345763665
WCGAN,GEOTECWIFI03,0.0005,2.0,0.05,,3.8385759572142466,1977.5400914392521
WCGAN,480Invitados,0.0005,2.0,0.05,,9.787068807943866,1837.5310450402958
WCGAN,eduroam,0.0005,2.0,0.05,,2.321651161461384,2510.451665669803
WCGAN,wpen-uji,0.0005,2.0,0.05,,11.067086448456129,1899.03768361533
WCGAN,lt1iot,0.0005,2.0,0.05,,11.727053264164224,1485.8594932899498
WCGAN,cuatroochenta,0.0005,2.0,0.05,,10.361974954151798,1416.9020594393005
WCGAN,UJI,0.0005,2.0,0.05,,2.315140767388229,1841.2829815897687
WCGAN,GEOTECWIFI03,0.0005,2.0,0.1,,,1329.8956947451404
WCGAN,480Invitados,0.0005,2.0,0.1,,,1011.0521264193738
WCGAN,eduroam,0.0005,2.0,0.1,,,875.215711910018
WCGAN,wpen-uji,0.0005,2.0,0.1,,,1099.7371167423844
WCGAN,lt1iot,0.0005,2.0,0.1,,,1113.1887090198234
WCGAN,cuatroochenta,0.0005,2.0,0.1,,,1076.6773547979087
WCGAN,UJI,0.0005,2.0,0.1,,,923.1960116244859
WCGAN,GEOTECWIFI03,0.0005,3.0,0.001,,0.0304270009903279,795.3835577380563
WCGAN,480Invitados,0.0005,3.0,0.001,,0.13959139156451852,540.341251781214
WCGAN,eduroam,0.0005,3.0,0.001,,0.00796395238263797,520.285007017875
WCGAN,wpen-uji,0.0005,3.0,0.001,,0.4622918795628691,624.7463541406551
WCGAN,lt1iot,0.0005,3.0,0.001,,0.528325698133407,673.9670102148357
WCGAN,cuatroochenta,0.0005,3.0,0.001,,0.12476305867218286,572.9839033581612
WCGAN,UJI,0.0005,3.0,0.001,,0.004109137972357811,549.7095672429863
WCGAN,GEOTECWIFI03,0.0005,3.0,0.005,,0.010482006595721467,729.9806910203106
WCGAN,480Invitados,0.0005,3.0,0.005,,0.20594575300953774,436.06441482003777
WCGAN,eduroam,0.0005,3.0,0.005,,0.002866860955227833,503.8311180642039
WCGAN,wpen-uji,0.0005,3.0,0.005,,0.19901624590561823,564.6977006572547
WCGAN,lt1iot,0.0005,3.0,0.005,,0.2162508008980463,579.3512790304428
WCGAN,cuatroochenta,0.0005,3.0,0.005,,0.11763694000942099,492.42474578382655
WCGAN,UJI,0.0005,3.0,0.005,,0.0052283907159433995,441.635281286647
WCGAN,GEOTECWIFI03,0.0005,3.0,0.01,,0.0179840214599548,712.8154370542107
WCGAN,480Invitados,0.0005,3.0,0.01,,0.8094326240146713,797.4920636153608
WCGAN,eduroam,0.0005,3.0,0.01,,0.0025396121405989736,591.7138163304626
WCGAN,wpen-uji,0.0005,3.0,0.01,,0.21476295082535934,675.6164247198285
WCGAN,lt1iot,0.0005,3.0,0.01,,0.272289549193863,678.4020985149198
WCGAN,cuatroochenta,0.0005,3.0,0.01,,0.260626493854945,518.8003585201815
WCGAN,UJI,0.0005,3.0,0.01,,0.0030810769019525563,811.0074789098123
WCGAN,GEOTECWIFI03,0.0005,3.0,0.05,,0.009057149002285301,948.5704061088186
WCGAN,480Invitados,0.0005,3.0,0.05,,0.06187959081003556,449.54153466640037
WCGAN,eduroam,0.0005,3.0,0.05,,0.004971521325166838,943.0748019534681
WCGAN,wpen-uji,0.0005,3.0,0.05,,0.06721676259339157,544.505428612533
WCGAN,lt1iot,0.0005,3.0,0.05,,0.06183076789039979,613.2472291991858
WCGAN,cuatroochenta,0.0005,3.0,0.05,,0.03367654129634981,493.8241100537181
WCGAN,UJI,0.0005,3.0,0.05,,0.003666554620085822,706.2213154194467
WCGAN,GEOTECWIFI03,0.0005,3.0,0.1,,0.01587955734225227,641.7288210568246
WCGAN,480Invitados,0.0005,3.0,0.1,,0.03643582002339142,374.4134995299097
WCGAN,eduroam,0.0005,3.0,0.1,,0.0025698910896884922,434.99507931764583
WCGAN,wpen-uji,0.0005,3.0,0.1,,0.09556834871740946,483.72102705334805
WCGAN,lt1iot,0.0005,3.0,0.1,,0.08978436201305638,610.3564682149645
WCGAN,cuatroochenta,0.0005,3.0,0.1,,0.031443470873123665,425.82308999467216
WCGAN,UJI,0.0005,3.0,0.1,,0.0017868805185318158,516.4831014011114
WCGAN,GEOTECWIFI03,0.0005,4.0,0.001,,0.024782733202415155,734.3213856924018
WCGAN,480Invitados,0.0005,4.0,0.001,,0.1279516501057463,500.77905888719647
WCGAN,eduroam,0.0005,4.0,0.001,,0.010832968466387032,408.8553048237575
WCGAN,wpen-uji,0.0005,4.0,0.001,,0.42193237483914164,668.8791641003356
WCGAN,lt1iot,0.0005,4.0,0.001,,0.5456496662612141,668.2529457871692
WCGAN,cuatroochenta,0.0005,4.0,0.001,,0.10639303491567241,558.4508378517525
WCGAN,UJI,0.0005,4.0,0.001,,0.0032796253072568636,417.7500252145992
WCGAN,GEOTECWIFI03,0.0005,4.0,0.005,,0.014479840908140792,707.4833786816279
WCGAN,480Invitados,0.0005,4.0,0.005,,0.43267204434895534,577.4318984190764
WCGAN,eduroam,0.0005,4.0,0.005,,0.0053153296112102115,484.21582116172624
WCGAN,wpen-uji,0.0005,4.0,0.005,,0.5041473638787399,636.2681544685207
WCGAN,lt1iot,0.0005,4.0,0.005,,0.3502882156155327,785.7075452594042
WCGAN,cuatroochenta,0.0005,4.0,0.005,,0.23000284146831712,487.2820246964178
WCGAN,UJI,0.0005,4.0,0.005,,0.002284809357272691,418.1659039949123
WCGAN,GEOTECWIFI03,0.0005,4.0,0.01,,0.01627947988993364,769.9777058673693
WCGAN,480Invitados,0.0005,4.0,0.01,,0.4249631219028168,505.87430389593385
WCGAN,eduroam,0.0005,4.0,0.01,,0.0033018080973103246,658.3809137562985
WCGAN,wpen-uji,0.0005,4.0,0.01,,2.00881828869637,908.0956723677972
WCGAN,lt1iot,0.0005,4.0,0.01,,0.25187354411306073,535.4122051159558
WCGAN,cuatroochenta,0.0005,4.0,0.01,,0.43809983528659313,616.731764905277
WCGAN,UJI,0.0005,4.0,0.01,,0.002666293299697038,470.93865351333244
WCGAN,GEOTECWIFI03,0.0005,4.0,0.05,,0.009567962148097357,643.045099915907
WCGAN,480Invitados,0.0005,4.0,0.05,,0.038466078331095374,443.88669572864046
WCGAN,eduroam,0.0005,4.0,0.05,,0.008044996409314614,742.0005915232464
WCGAN,wpen-uji,0.0005,4.0,0.05,,0.14451931632768672,526.2630506723337
WCGAN,lt1iot,0.0005,4.0,0.05,,0.10709821368273788,893.4634061064662
WCGAN,cuatroochenta,0.0005,4.0,0.05,,0.017255541549562457,444.3189132774901
WCGAN,UJI,0.0005,4.0,0.05,,0.004258945121731441,732.0048238699419
WCGAN,GEOTECWIFI03,0.0005,4.0,0.1,,0.014249988752729141,1066.8438452443595
WCGAN,480Invitados,0.0005,4.0,0.1,,0.030296238299092892,399.19369465794387
WCGAN,eduroam,0.0005,4.0,0.1,,0.0012419608394766118,487.6659418817687
WCGAN,wpen-uji,0.0005,4.0,0.1,,0.07889858370829296,531.934734525374
WCGAN,lt1iot,0.0005,4.0,0.1,,0.17641479704962648,580.4333881767819
WCGAN,cuatroochenta,0.0005,4.0,0.1,,0.02532107609032942,426.4153905354125
WCGAN,UJI,0.0005,4.0,0.1,,0.003667035610581652,513.0880946430959
WCGAN,GEOTECWIFI03,0.0005,5.0,0.001,,0.01933872197363909,918.8294753510864
WCGAN,480Invitados,0.0005,5.0,0.001,,0.2025635598458158,512.9170317451096
WCGAN,eduroam,0.0005,5.0,0.001,,0.004190280340030668,587.8473794975091
WCGAN,wpen-uji,0.0005,5.0,0.001,,0.3029535941967748,685.9245042561056
WCGAN,lt1iot,0.0005,5.0,0.001,,0.4105706447007904,698.5045644492928
WCGAN,cuatroochenta,0.0005,5.0,0.001,,0.16108964743319315,588.717156884095
WCGAN,UJI,0.0005,5.0,0.001,,0.0011009509307724945,527.8445454488159
WCGAN,GEOTECWIFI03,0.0005,5.0,0.005,,0.00741223416315379,1020.6340817625797
WCGAN,480Invitados,0.0005,5.0,0.005,,0.14697919038890106,757.8973641250059
WCGAN,eduroam,0.0005,5.0,0.005,,0.0026925547883134013,723.8669286005306
WCGAN,wpen-uji,0.0005,5.0,0.005,,0.24785077708334968,1093.4528326969057
WCGAN,lt1iot,0.0005,5.0,0.005,,0.8387175453009335,1181.447772219708
WCGAN,cuatroochenta,0.0005,5.0,0.005,,0.07819157907612861,708.1917295227207
WCGAN,UJI,0.0005,5.0,0.005,,0.006101586040726921,728.809797488447
WCGAN,GEOTECWIFI03,0.0005,5.0,0.01,,0.009324852939261385,847.2965918481378
WCGAN,480Invitados,0.0005,5.0,0.01,,0.25734392427251984,662.5032273629943
WCGAN,eduroam,0.0005,5.0,0.01,,0.0022262209964639852,617.2037646991815
WCGAN,wpen-uji,0.0005,5.0,0.01,,0.8341993192947728,743.7086899940266
WCGAN,lt1iot,0.0005,5.0,0.01,,1.503208577315658,796.3741333918622
WCGAN,cuatroochenta,0.0005,5.0,0.01,,0.11000978570150471,613.3421106560618
WCGAN,UJI,0.0005,5.0,0.01,,0.00508815977988902,650.8370354199707
WCGAN,GEOTECWIFI03,0.0005,5.0,0.05,,0.007352439248913899,831.562464587348
WCGAN,480Invitados,0.0005,5.0,0.05,,0.04285116851543301,463.8995013852965
WCGAN,eduroam,0.0005,5.0,0.05,,0.000584125354815136,349.29535822002055
WCGAN,wpen-uji,0.0005,5.0,0.05,,0.15173127873274805,506.3157979528729
WCGAN,lt1iot,0.0005,5.0,0.05,,0.13410809749271488,499.1870165118121
WCGAN,cuatroochenta,0.0005,5.0,0.05,,0.039009945955051716,512.5890845133694
WCGAN,UJI,0.0005,5.0,0.05,,0.000951767990607845,392.0683307614597
WCGAN,GEOTECWIFI03,0.001,1.0,0.001,,0.02922249961435333,823.332246953586
WCGAN,480Invitados,0.001,1.0,0.001,,0.14371267110874952,694.0273892142416
WCGAN,eduroam,0.001,1.0,0.001,,0.016967383817043907,635.6637557245685
WCGAN,wpen-uji,0.001,1.0,0.001,,0.41212201584232017,758.4389460274365
WCGAN,lt1iot,0.001,1.0,0.001,,0.5323416067041336,787.2182068753132
WCGAN,cuatroochenta,0.001,1.0,0.001,,0.1175761880512713,697.421951228185
WCGAN,UJI,0.001,1.0,0.001,,0.0027057140440776557,588.5287875290354
WCGAN,GEOTECWIFI03,0.001,1.0,0.005,,0.012259613876270108,614.4730508027284
WCGAN,480Invitados,0.001,1.0,0.005,,0.4002095701539612,555.1620954283721
WCGAN,eduroam,0.001,1.0,0.005,,0.0018597308880123533,347.1145920703516
WCGAN,wpen-uji,0.001,1.0,0.005,,3.586132594624636,907.13708039529
WCGAN,lt1iot,0.001,1.0,0.005,,0.4944301698267992,848.6391429827631
WCGAN,cuatroochenta,0.001,1.0,0.005,,0.14387603991656925,598.0617700348934
WCGAN,UJI,0.001,1.0,0.005,,0.0016374354653734997,340.2452110676145
WCGAN,GEOTECWIFI03,0.001,1.0,0.01,,0.004052803218728589,755.3593466905212
WCGAN,480Invitados,0.001,1.0,0.01,,0.07693090504409011,554.1111116121957
WCGAN,eduroam,0.001,1.0,0.01,,0.0019598583552785445,689.2330698754797
WCGAN,wpen-uji,0.001,1.0,0.01,,0.12605451421102037,586.3837198018502
WCGAN,lt1iot,0.001,1.0,0.01,,0.1420730525939141,560.487045510416
WCGAN,cuatroochenta,0.001,1.0,0.01,,0.027987381842901827,566.9829712096488
WCGAN,UJI,0.001,1.0,0.01,,0.0013815499114302708,704.2013462361582
WCGAN,GEOTECWIFI03,0.001,1.0,0.05,,0.0031572754833288728,718.73160413737
WCGAN,480Invitados,0.001,1.0,0.05,,0.11228863886128355,488.85432940426637
WCGAN,eduroam,0.001,1.0,0.05,,0.001979874980006264,601.9087597747823
WCGAN,wpen-uji,0.001,1.0,0.05,,0.08573608289439594,475.4795767234859
WCGAN,lt1iot,0.001,1.0,0.05,,0.05500609755012488,630.835603287976
WCGAN,cuatroochenta,0.001,1.0,0.05,,0.03451202973236757,590.0186347027648
WCGAN,UJI,0.001,1.0,0.05,,0.0018402094492156506,528.4049014313515
WCGAN,GEOTECWIFI03,0.001,1.0,0.1,,0.002640791113238671,407.58481549716424
WCGAN,480Invitados,0.001,1.0,0.1,,0.057258632233893575,365.9611270029596
WCGAN,eduroam,0.001,1.0,0.1,,0.0013327614070802146,307.4945576564352
WCGAN,wpen-uji,0.001,1.0,0.1,,0.12741563920736573,346.7472617136585
WCGAN,lt1iot,0.001,1.0,0.1,,0.05964616501695235,307.77288880432525
WCGAN,cuatroochenta,0.001,1.0,0.1,,0.040867743523286634,380.08723892337537
WCGAN,UJI,0.001,1.0,0.1,,0.0029752975360766926,395.0919457032136
WCGAN,GEOTECWIFI03,0.001,2.0,0.001,,0.02251621493777256,745.3617334567618
WCGAN,480Invitados,0.001,2.0,0.001,,0.18094270372440197,459.6074175163683
WCGAN,eduroam,0.001,2.0,0.001,,0.02420500469209673,427.34436122975524
WCGAN,wpen-uji,0.001,2.0,0.001,,0.4209880338667428,655.5464701459358
WCGAN,lt1iot,0.001,2.0,0.001,,0.520414615993817,725.0133857943408
WCGAN,cuatroochenta,0.001,2.0,0.001,,0.11656492842498667,608.1882802882765
WCGAN,UJI,0.001,2.0,0.001,,0.013516350053615511,408.70490014459546
WCGAN,GEOTECWIFI03,0.001,2.0,0.005,,0.02142816669032324,1779.5002217879332
WCGAN,480Invitados,0.001,2.0,0.005,,1.4739839150854237,674.1767849315614
WCGAN,eduroam,0.001,2.0,0.005,,0.006209834470063879,1149.1108990727148
WCGAN,wpen-uji,0.001,2.0,0.005,,0.6887127457120465,787.5575068263356
WCGAN,lt1iot,0.001,2.0,0.005,,0.6545417065646855,702.9359618297644
WCGAN,cuatroochenta,0.001,2.0,0.005,,0.3362179766207432,695.4029036780058
WCGAN,UJI,0.001,2.0,0.005,,0.01076140565153567,1182.1069974661573
WCGAN,GEOTECWIFI03,0.001,2.0,0.01,,0.016948403644275023,1222.1612865050904
WCGAN,480Invitados,0.001,2.0,0.01,,0.6785363528108932,721.3649518288698
WCGAN,eduroam,0.001,2.0,0.01,,0.00566312272548471,957.025966749633
WCGAN,wpen-uji,0.001,2.0,0.01,,1.3285840527025756,1029.5397020949029
WCGAN,lt1iot,0.001,2.0,0.01,,0.5935208593159322,817.4067300408583
WCGAN,cuatroochenta,0.001,2.0,0.01,,0.35225974586124353,707.3360528251679
WCGAN,UJI,0.001,2.0,0.01,,0.010107845289845381,725.4993324417601
WCGAN,GEOTECWIFI03,0.001,2.0,0.05,,0.0032394331003734664,704.3496710003673
WCGAN,480Invitados,0.001,2.0,0.05,,0.0563382910082959,385.54698261279896
WCGAN,eduroam,0.001,2.0,0.05,,0.001274436061820235,627.2714144895581
WCGAN,wpen-uji,0.001,2.0,0.05,,0.08323793854358116,419.7841007467989
WCGAN,lt1iot,0.001,2.0,0.05,,0.0256207919833022,433.81264835714444
WCGAN,cuatroochenta,0.001,2.0,0.05,,0.02084389347558604,405.4312032003594
WCGAN,UJI,0.001,2.0,0.05,,0.0007079559260929824,606.4849383968754
WCGAN,GEOTECWIFI03,0.001,2.0,0.1,,1.5847816380473465,1158.3911821754477
WCGAN,480Invitados,0.001,2.0,0.1,,13.324873649378294,802.5312321603205
WCGAN,eduroam,0.001,2.0,0.1,,2.929081498390978,1175.1157703616882
WCGAN,wpen-uji,0.001,2.0,0.1,,15.044689621676994,997.0180878119954
WCGAN,lt1iot,0.001,2.0,0.1,,15.387421016459317,906.73074264046
WCGAN,cuatroochenta,0.001,2.0,0.1,,14.28150244694346,946.4701649393
WCGAN,UJI,0.001,2.0,0.1,,2.5560715478773783,1214.0428784576316
WCGAN,GEOTECWIFI03,0.001,3.0,0.001,,0.03189598223340351,815.1504329771944
WCGAN,480Invitados,0.001,3.0,0.001,,0.19862862656343544,573.4399446783823
WCGAN,eduroam,0.001,3.0,0.001,,0.02504278474014278,508.56804254041356
WCGAN,wpen-uji,0.001,3.0,0.001,,0.3952418360426896,718.9274143070531
WCGAN,lt1iot,0.001,3.0,0.001,,0.5509333619107406,737.1980281038666
WCGAN,cuatroochenta,0.001,3.0,0.001,,0.12339028535326677,689.5657020044317
WCGAN,UJI,0.001,3.0,0.001,,0.01121839673567069,580.0600510640473
WCGAN,GEOTECWIFI03,0.001,3.0,0.005,,0.014421804914047362,788.9910124172509
WCGAN,480Invitados,0.001,3.0,0.005,,0.13993296740327144,760.8911902217249
WCGAN,eduroam,0.001,3.0,0.005,,0.0049493875893507275,600.5336504023833
WCGAN,wpen-uji,0.001,3.0,0.005,,0.19490140544111265,617.8270359221066
WCGAN,lt1iot,0.001,3.0,0.005,,0.3874866574834066,624.0757422732195
WCGAN,cuatroochenta,0.001,3.0,0.005,,0.1467894048779169,654.9234795015968
WCGAN,UJI,0.001,3.0,0.005,,0.0015343830109200794,613.0958857263612
WCGAN,GEOTECWIFI03,0.001,3.0,0.01,,0.05245332580392466,1457.9225699072922
WCGAN,480Invitados,0.001,3.0,0.01,,0.30591639309371194,620.0635179802596
WCGAN,eduroam,0.001,3.0,0.01,,0.05448243161428519,1579.9615660780084
WCGAN,wpen-uji,0.001,3.0,0.01,,0.45598350111829344,742.9368970057616
