Model,n_repeat,id_coord,Mean_Euclidean_Dist,RMSE,MSE,MAE
RPMAP-KNN,7,14,6.9900439432901305,4.987470257396783,24.87485956841753,4.7467798594847785
RPMAP-KNN,7,15,6.312108892792303,4.5401937477726095,20.613359267313495,3.762822014051524
RPMAP-KNN,7,16,6.97861332243015,4.983432083703686,24.834595332887265,4.167857142857143
RPMAP-RF,7,0,5.0618079936347575,3.684275370170062,13.573885003241747,3.18150972315156
RPMAP-RF,7,1,6.299622655233863,4.638781950600662,21.51829798521848,4.1197164770826324
RPMAP-RF,7,2,6.347158537021242,4.4881188427938055,20.143210747040808,4.475292857142856
RPMAP-RF,7,3,3.7976817007726256,2.9842605075741635,8.905810777066803,2.467336086483779
RPMAP-RF,7,4,3.6149390365307075,2.8561232870725086,8.15744023095787,2.280332820341245
RPMAP-RF,7,5,1.2245768268663018,0.865906578361067,0.7497942024489707,0.8443714285714212
RPMAP-RF,7,6,1.8906569391788313,1.5635831787593482,2.4447923568991876,1.2214847524255652
RPMAP-RF,7,7,5.102525066414221,3.6082650393120175,13.019576593921355,2.9271332845433258
RPMAP-RF,7,8,6.8599566806973,4.865160717194049,23.669788804128117,4.369017455670792
RPMAP-RF,7,9,3.666019972807084,2.592267582737212,6.719851220510229,2.5747071428571466
RPMAP-RF,7,10,2.398541407920257,1.814370681179604,3.2919409687241408,1.5837198477751633
RPMAP-RF,7,11,5.2013273064454815,3.6778938095583595,13.526902874387703,3.5461928571428496
RPMAP-RF,7,12,5.657825731377091,4.033845420610641,16.27190887738144,3.3026499163599783
RPMAP-RF,7,13,0.29985683991924217,0.21203080489206508,0.04495706222317697,0.2073497448979933
RPMAP-RF,7,14,6.4040723234753525,4.607420584060986,21.22832443842887,4.429720784543332
RPMAP-RF,7,15,7.907398132261205,5.652562544242357,31.951463316571626,5.152309953161594
RPMAP-RF,7,16,7.047226736201728,5.020749054182226,25.207921065071716,4.798532995985275
RPMAP-KNN,8,0,5.180456709887039,4.4552284327618565,19.849060388089672,3.4040515222482446
RPMAP-KNN,8,1,3.6001835984148225,3.761194238674352,14.146582101037138,2.2028571428571424
RPMAP-KNN,8,2,6.681373590903629,4.724444573768671,22.320376530612236,4.480714285714285
RPMAP-KNN,8,3,6.618915557347854,4.716672910601343,22.247003345600543,4.338829039812647
RPMAP-KNN,8,4,4.945998745600078,3.5934772792064007,12.913078956172635,2.680046838407495
RPMAP-KNN,8,5,5.563933419986334,3.9342950513427972,15.478677551020423,3.934285714285717
RPMAP-KNN,8,6,2.524935014584396,2.0299318590267355,4.120623352291738,1.6618735362997652
RPMAP-KNN,8,7,3.1879890023136843,2.2567335175619174,5.092846169287385,2.1991334894613583
RPMAP-KNN,8,8,5.262921822125578,3.9615732792800964,15.694062847106057,3.0009484777517565
RPMAP-KNN,8,9,3.9690527323073854,2.8065441019015482,7.8766897959183675,2.3185714285714276
RPMAP-KNN,8,10,2.850578574539292,2.138029714610012,4.571171060555369,1.8998360655737696
RPMAP-KNN,8,11,0.8357142857142845,0.5909392385630426,0.34920918367346865,0.5464285714285709
RPMAP-KNN,8,12,3.332439392649425,2.52568818071751,6.379100786216125,2.1446487119437943
RPMAP-KNN,8,13,1.833489480054193,1.2964728445805167,1.680841836734697,1.2964285714285726
RPMAP-KNN,8,14,6.9900439432901305,4.987470257396783,24.87485956841753,4.7467798594847785
RPMAP-KNN,8,15,6.312108892792303,4.5401937477726095,20.613359267313495,3.762822014051524
RPMAP-KNN,8,16,6.97861332243015,4.983432083703686,24.834595332887265,4.167857142857143
RPMAP-RF,8,0,4.965838930557352,3.6305924970073438,13.181201879326018,3.1174486826697954
RPMAP-RF,8,1,6.392964919928249,4.724287792254925,22.318895144048913,4.167900702576107
RPMAP-RF,8,2,6.3444187025660135,4.486181487271185,20.125824336734706,4.459671428571429
RPMAP-RF,8,3,3.769615984269937,3.019796015839845,9.119167977282201,2.457758167447313
RPMAP-RF,8,4,3.7334292233251927,2.9642487217049145,8.78677048412922,2.3088709601873445
RPMAP-RF,8,5,1.1418939441979303,0.8074409513382094,0.6519608898979526,0.7833642857142804
RPMAP-RF,8,6,1.9780122938544282,1.627941640982175,2.6501939864437367,1.2861548887587864
RPMAP-RF,8,7,5.206150363327919,3.6813993940912275,13.552701498815257,2.9682858899297453
RPMAP-RF,8,8,6.912805633709235,4.900594176555062,24.01582328328539,4.403360128805622
RPMAP-RF,8,9,3.6972929314871092,2.6143809038876236,6.834987510612268,2.6049857142857196
RPMAP-RF,8,10,2.264335259790522,1.765331170477,3.116394141457695,1.4946325819672024
RPMAP-RF,8,11,5.122443979912988,3.6221148744446814,13.119716163673411,3.517842857142849
RPMAP-RF,8,12,5.605031448961232,3.993547110207543,15.948418521447017,3.3265407786885146
RPMAP-RF,8,13,0.5195799948354526,0.36739853771701975,0.1349816855166044,0.36739821428574526
RPMAP-RF,8,14,6.5301754154874745,4.680118822115818,21.903512189122754,4.509627137002348
RPMAP-RF,8,15,7.961286322514209,5.700253017561872,32.49288446422322,5.1792532201405175
RPMAP-RF,8,16,7.198915726074221,5.136228771770466,26.380845995962755,4.887726902810301
RPMAP-KNN,9,0,5.180456709887039,4.4552284327618565,19.849060388089672,3.4040515222482446
RPMAP-KNN,9,1,3.6001835984148225,3.761194238674352,14.146582101037138,2.2028571428571424
RPMAP-KNN,9,2,6.681373590903629,4.724444573768671,22.320376530612236,4.480714285714285
RPMAP-KNN,9,3,6.618915557347854,4.716672910601343,22.247003345600543,4.338829039812647
RPMAP-KNN,9,4,4.945998745600078,3.5934772792064007,12.913078956172635,2.680046838407495
RPMAP-KNN,9,5,5.563933419986334,3.9342950513427972,15.478677551020423,3.934285714285717
RPMAP-KNN,9,6,2.524935014584396,2.0299318590267355,4.120623352291738,1.6618735362997652
RPMAP-KNN,9,7,3.1879890023136843,2.2567335175619174,5.092846169287385,2.1991334894613583
RPMAP-KNN,9,8,5.262921822125578,3.9615732792800964,15.694062847106057,3.0009484777517565
RPMAP-KNN,9,9,3.9690527323073854,2.8065441019015482,7.8766897959183675,2.3185714285714276
RPMAP-KNN,9,10,2.850578574539292,2.138029714610012,4.571171060555369,1.8998360655737696
RPMAP-KNN,9,11,0.8357142857142845,0.5909392385630426,0.34920918367346865,0.5464285714285709
RPMAP-KNN,9,12,3.332439392649425,2.52568818071751,6.379100786216125,2.1446487119437943
RPMAP-KNN,9,13,1.833489480054193,1.2964728445805167,1.680841836734697,1.2964285714285726
RPMAP-KNN,9,14,6.9900439432901305,4.987470257396783,24.87485956841753,4.7467798594847785
RPMAP-KNN,9,15,6.312108892792303,4.5401937477726095,20.613359267313495,3.762822014051524
RPMAP-KNN,9,16,6.97861332243015,4.983432083703686,24.834595332887265,4.167857142857143
RPMAP-RF,9,0,5.0066760327866815,3.6542482257498112,13.353530095395644,3.1616149882904
RPMAP-RF,9,1,6.329059821495325,4.693449642116254,22.028469543081194,4.112546135831375
RPMAP-RF,9,2,6.253428516080363,4.421841709385754,19.552684102863527,4.384398214285714
RPMAP-RF,9,3,3.8443379340895807,3.06690019967063,9.40587683473975,2.468970930913353
RPMAP-RF,9,4,3.767339336755717,2.9991368558713365,8.994821880245805,2.3334980093676694
RPMAP-RF,9,5,1.2303251217893978,0.8699712366814486,0.756849952653049,0.8518285714285619
RPMAP-RF,9,6,1.8694665341689365,1.5716890421617582,2.4702064452513453,1.207106733021083
RPMAP-RF,9,7,5.186000067048656,3.667428245819567,13.450029938235188,2.984211358313816
RPMAP-RF,9,8,6.9417014723116255,4.919781861643111,24.204253566152552,4.408038407494145
RPMAP-RF,9,9,3.6311173682546873,2.5675877143771406,6.592506671020429,2.5446857142857175
RPMAP-RF,9,10,2.4047757901481592,1.8608667408309163,3.4628250271306764,1.590209192037458
RPMAP-RF,9,11,5.093297845167876,3.6015054449210373,12.970841469795879,3.4957285714285646
RPMAP-RF,9,12,5.569103916827076,3.960546482084856,15.685928436754729,3.304107259953154
RPMAP-RF,9,13,0.15880482244777688,0.11229196683794866,0.012609485816334963,0.11200714285718007
RPMAP-RF,9,14,6.4860265793723375,4.6560980298789305,21.67924886384246,4.493438992974242
RPMAP-RF,9,15,7.876236229946319,5.637175285214859,31.77774519623723,5.147355913348943
RPMAP-RF,9,16,7.073976431297354,5.041440904920386,25.416126397804486,4.796350556206083
cGAN (DA)-KNN,0,0,5.180456709887039,4.4552284327618565,19.849060388089672,3.4040515222482446
cGAN (DA)-KNN,0,1,3.6001835984148225,3.761194238674352,14.146582101037138,2.2028571428571424
cGAN (DA)-KNN,0,2,6.7005549572176415,4.73800784796173,22.448718367346938,4.491428571428571
cGAN (DA)-KNN,0,3,6.619929768375511,4.71714090140489,22.251418283706936,4.339355971896956
cGAN (DA)-KNN,0,4,4.945998745600078,3.5934772792064007,12.913078956172635,2.680046838407495
cGAN (DA)-KNN,0,5,5.563933419986334,3.9342950513427972,15.478677551020423,3.934285714285717
cGAN (DA)-KNN,0,6,2.524935014584396,2.0299318590267355,4.120623352291738,1.6618735362997652
cGAN (DA)-KNN,0,7,3.1879890023136843,2.2567335175619174,5.092846169287385,2.1991334894613583
cGAN (DA)-KNN,0,8,5.2632679666686295,3.9619290672293856,15.69688193375711,3.00112412177986
cGAN (DA)-KNN,0,9,3.9690527323073854,2.8065441019015482,7.8766897959183675,2.3185714285714276
cGAN (DA)-KNN,0,10,2.850578574539292,2.138029714610012,4.571171060555369,1.8998360655737696
cGAN (DA)-KNN,0,11,0.8357142857142845,0.5909392385630426,0.34920918367346865,0.5464285714285709
cGAN (DA)-KNN,0,12,3.332439392649425,2.52568818071751,6.379100786216125,2.1446487119437943
cGAN (DA)-KNN,0,13,1.833489480054193,1.2964728445805167,1.680841836734697,1.2964285714285726
cGAN (DA)-KNN,0,14,6.9900439432901305,4.987470257396783,24.87485956841753,4.7467798594847785
cGAN (DA)-KNN,0,15,6.312108892792303,4.5401937477726095,20.613359267313495,3.762822014051524
cGAN (DA)-KNN,0,16,6.97861332243015,4.983432083703686,24.834595332887265,4.167857142857143
cGAN (DA)-RF,0,0,5.246105068593761,3.812339609154562,14.53393329552876,3.127773916861829
cGAN (DA)-RF,0,1,6.042964860995129,4.5370802327287025,20.585097038217537,3.958196487119432
cGAN (DA)-RF,0,2,7.393538813293221,5.228021431845578,27.332208091836684,5.195357142857138
cGAN (DA)-RF,0,3,3.803725655677918,3.042542343649105,9.257063912897788,2.476349560889937
cGAN (DA)-RF,0,4,4.2532405429302,3.2424731368541515,10.5136320432208,2.3769790398126265
cGAN (DA)-RF,0,5,2.2992306507852174,1.625801584682187,2.6432307927551104,1.5814071428571452
cGAN (DA)-RF,0,6,2.21273875101964,1.7575764999593964,3.0890751532095218,1.4420389788520538
cGAN (DA)-RF,0,7,5.102694658359775,3.6116527081824428,13.044035284521573,2.844806206088993
cGAN (DA)-RF,0,8,6.839672679045708,4.848508926086411,23.508038806339602,4.306683811475409
cGAN (DA)-RF,0,9,3.5977136824116935,2.543967741600933,6.471771870306152,2.5002642857142914
cGAN (DA)-RF,0,10,2.334072293614349,1.8167002064250544,3.300399640024835,1.5643282201405044
cGAN (DA)-RF,0,11,3.899881185238819,2.7576324319041987,7.604536629489866,2.440478571428582
cGAN (DA)-RF,0,12,5.202025117300873,3.7107059351432494,13.769338537107338,3.0725942037470713
cGAN (DA)-RF,0,13,0.21274992388909655,0.150436913878902,0.02263126505740818,0.12330535714289635
cGAN (DA)-RF,0,14,6.262576589101194,4.484522232405119,20.110939652935794,4.338620023419205
cGAN (DA)-RF,0,15,7.726560348633351,5.539618372150526,30.687371709067644,5.041447833723655
cGAN (DA)-RF,0,16,7.081888911004853,5.043003969089334,25.431889032250773,4.803136738875872
WcGAN (DA)-KNN,0,0,5.326729300290334,4.515204791123864,20.387074305787895,3.4804215456674488
WcGAN (DA)-KNN,0,1,3.863647373708738,3.7725768091846357,14.232335781197726,2.447388758782201
WcGAN (DA)-KNN,0,2,6.350996225886494,4.490832498614509,20.167576530612237,4.189285714285714
WcGAN (DA)-KNN,0,3,6.60594837512511,4.710868470860664,22.192281749749085,4.322564402810306
WcGAN (DA)-KNN,0,4,5.195264386288616,3.7556117930077906,14.104619939779193,2.896370023419205
WcGAN (DA)-KNN,0,5,5.563933419986334,3.9342950513427972,15.478677551020423,3.934285714285717
WcGAN (DA)-KNN,0,6,2.4405174600398185,1.9660063913459138,3.865181130812983,1.5979391100702574
WcGAN (DA)-KNN,0,7,3.5388904860590213,2.5035015591916863,6.267520056875203,2.3275995316159244
WcGAN (DA)-KNN,0,8,5.642317057456839,4.149742308202979,17.220361224489793,3.265714285714285
WcGAN (DA)-KNN,0,9,3.9690527323073854,2.8065441019015482,7.8766897959183675,2.3185714285714276
WcGAN (DA)-KNN,0,10,2.855089173425809,2.139444155557094,4.577221294747407,1.902049180327868
WcGAN (DA)-KNN,0,11,1.3476578321862924,0.9529379918580902,0.9080908163265297,0.8978571428571425
WcGAN (DA)-KNN,0,12,3.4186403213722416,2.5469712790987713,6.487062696554032,2.177564402810305
WcGAN (DA)-KNN,0,13,1.833489480054193,1.2964728445805167,1.680841836734697,1.2964285714285726
WcGAN (DA)-KNN,0,14,6.862036307511802,4.9332362355528,24.336819755771163,4.586943793911007
WcGAN (DA)-KNN,0,15,6.641068503865922,4.774571686994088,22.796534794245574,4.160444964871195
WcGAN (DA)-KNN,0,16,6.707228549607237,4.823359987854137,23.264801572432262,4.412740046838409
WcGAN (DA)-RF,0,0,5.09056362933754,3.7489792283084125,14.054845254287939,3.2101102417196437
WcGAN (DA)-RF,0,1,6.506662120047897,4.84067965741304,23.43217954569243,4.187211358313812
WcGAN (DA)-RF,0,2,6.463138008801955,4.570128713768384,20.886076460410266,4.528741836734696
WcGAN (DA)-RF,0,3,4.0358179694036735,3.2191023642433705,10.362620031477256,2.5427568292071
WcGAN (DA)-RF,0,4,3.7947484737595674,3.079416512842973,9.482806059569977,2.3937937939109943
WcGAN (DA)-RF,0,5,1.3359393512446862,0.9446517745190742,0.8923669751020358,0.936042857142854
WcGAN (DA)-RF,0,6,2.130157474073979,1.7405419081851048,3.0294861341486454,1.3140150175644028
WcGAN (DA)-RF,0,7,5.0099593775245745,3.5434373268513957,12.555948089323763,2.8803166861826703
WcGAN (DA)-RF,0,8,6.7897531706255805,4.808727884399422,23.123863866200544,4.357850322014051
WcGAN (DA)-RF,0,9,3.654004628528291,2.583771451319386,6.675874912653087,2.583771428571433
WcGAN (DA)-RF,0,10,2.4860139713271048,1.9635928473324828,3.855696870095287,1.6820638173301983
WcGAN (DA)-RF,0,11,5.417891314253287,3.8310276880401966,14.676773146530612,3.7701
WcGAN (DA)-RF,0,12,5.657382833219365,4.01476480907658,16.118336472199708,3.481547423887581
WcGAN (DA)-RF,0,13,0.33846520773848343,0.23933104358759508,0.05727934842472734,0.20991964285709755
WcGAN (DA)-RF,0,14,6.556286118814217,4.753043693564416,22.59142435293246,4.528780679156913
WcGAN (DA)-RF,0,15,7.42766691943123,5.333358503210226,28.444712923764826,4.771383899297422
WcGAN (DA)-RF,0,16,7.050539617798142,5.018731898124193,25.18766986524926,4.772742242388752
WcGAN-GP (DA)-KNN,0,0,5.139071089770986,4.437808198034551,19.694141602542665,3.359824355971898
WcGAN-GP (DA)-KNN,0,1,3.619905649562207,3.7699037927899353,14.21217460689194,2.214379391100702
WcGAN-GP (DA)-KNN,0,2,6.681373590903629,4.724444573768671,22.320376530612236,4.480714285714285
WcGAN-GP (DA)-KNN,0,3,6.618915557347854,4.716672910601343,22.247003345600543,4.338829039812647
WcGAN-GP (DA)-KNN,0,4,4.887316026854177,3.560598614814369,12.677862495818003,2.634379391100704
WcGAN-GP (DA)-KNN,0,5,5.148855430568814,3.6407905903043893,13.255356122448983,3.640714285714286
WcGAN-GP (DA)-KNN,0,6,2.6243851372332583,2.11667720703833,4.480322398795585,1.7521896955503509
WcGAN-GP (DA)-KNN,0,7,4.446382070395045,3.1749226274347833,10.080133690197387,2.867915690866511
WcGAN-GP (DA)-KNN,0,8,6.00399292598786,4.349931887654471,18.921907427233183,3.3962529274004676
WcGAN-GP (DA)-KNN,0,9,3.9690527323073854,2.8065441019015482,7.8766897959183675,2.3185714285714276
WcGAN-GP (DA)-KNN,0,10,3.001190687302192,2.2444167931525283,5.037406741385079,1.9664754098360655
WcGAN-GP (DA)-KNN,0,11,0.8357142857142845,0.5909392385630426,0.34920918367346865,0.5464285714285709
WcGAN-GP (DA)-KNN,0,12,3.298998259563098,2.489632329649312,6.19826913683506,2.133126463700234
WcGAN-GP (DA)-KNN,0,13,1.833489480054193,1.2964728445805167,1.680841836734697,1.2964285714285726
WcGAN-GP (DA)-KNN,0,14,6.9517401732511,4.9697978428566385,24.698890598862498,4.666861826697892
WcGAN-GP (DA)-KNN,0,15,6.040566076480743,4.339229273637625,18.828910689193712,3.55963700234192
WcGAN-GP (DA)-KNN,0,16,6.96033908060212,4.975193998177845,24.752555319504857,4.150854800936767
WcGAN-GP (DA)-RF,0,0,5.444194676268831,3.93273268628988,15.466386381812818,3.3318187813650066
WcGAN-GP (DA)-RF,0,1,6.423534886074755,4.712900468252801,22.211430823657473,4.151318501170954
WcGAN-GP (DA)-RF,0,2,6.454529706009977,4.564041724489668,20.830476862882623,4.5523392857142815
WcGAN-GP (DA)-RF,0,3,3.427230502388922,2.807667774685191,7.882998333005692,2.2347684133489536
WcGAN-GP (DA)-RF,0,4,3.641775512006576,2.878527033293396,8.28591788140088,2.2921225995316057
WcGAN-GP (DA)-RF,0,5,1.0546226647962866,0.7457308378704814,0.5561144825510103,0.7321928571428491
WcGAN-GP (DA)-RF,0,6,1.8394750766923291,1.5328957942051105,2.3497695158917162,1.124626844262301
WcGAN-GP (DA)-RF,0,7,5.342750036460433,3.7795446147673317,14.284957495016737,3.0919436768149913
WcGAN-GP (DA)-RF,0,8,7.015913569398613,4.981319672786821,24.813545682493,4.399983460187355
WcGAN-GP (DA)-RF,0,9,3.4380007650389164,2.431033654683556,5.909924630204088,2.3436
WcGAN-GP (DA)-RF,0,10,2.2144906131625604,1.746997579491957,3.052000542750757,1.4463422423887435
WcGAN-GP (DA)-RF,0,11,4.464595417828808,3.1569456952011365,9.966306122448987,3.0985714285714288
WcGAN-GP (DA)-RF,0,12,5.1420587760371035,3.660948530086699,13.402544139943961,3.0687997658079578
WcGAN-GP (DA)-RF,0,13,0.10664322558786368,0.07540814798078513,0.005686388781891989,0.05419821428571714
WcGAN-GP (DA)-RF,0,14,6.308485689619172,4.59037620802108,21.07155373116599,4.360881850117102
WcGAN-GP (DA)-RF,0,15,8.187876408567453,5.837167335477288,34.072522502363014,5.20682581967213
WcGAN-GP (DA)-RF,0,16,7.157493865623547,5.09216762895175,25.930171161344084,4.839698448477744
cGAN (DA)-KNN,1,0,5.180456709887039,4.4552284327618565,19.849060388089672,3.4040515222482446
cGAN (DA)-KNN,1,1,3.6001835984148225,3.761194238674352,14.146582101037138,2.2028571428571424
cGAN (DA)-KNN,1,2,6.7005549572176415,4.73800784796173,22.448718367346938,4.491428571428571
cGAN (DA)-KNN,1,3,6.619929768375511,4.71714090140489,22.251418283706936,4.339355971896956
cGAN (DA)-KNN,1,4,4.945998745600078,3.5934772792064007,12.913078956172635,2.680046838407495
cGAN (DA)-KNN,1,5,5.563933419986334,3.9342950513427972,15.478677551020423,3.934285714285717
cGAN (DA)-KNN,1,6,2.524935014584396,2.0299318590267355,4.120623352291738,1.6618735362997652
cGAN (DA)-KNN,1,7,3.1879890023136843,2.2567335175619174,5.092846169287385,2.1991334894613583
cGAN (DA)-KNN,1,8,5.2632679666686295,3.9619290672293856,15.69688193375711,3.00112412177986
cGAN (DA)-KNN,1,9,3.9690527323073854,2.8065441019015482,7.8766897959183675,2.3185714285714276
cGAN (DA)-KNN,1,10,2.850578574539292,2.138029714610012,4.571171060555369,1.8998360655737696
cGAN (DA)-KNN,1,11,0.8357142857142845,0.5909392385630426,0.34920918367346865,0.5464285714285709
cGAN (DA)-KNN,1,12,3.332439392649425,2.52568818071751,6.379100786216125,2.1446487119437943
cGAN (DA)-KNN,1,13,1.833489480054193,1.2964728445805167,1.680841836734697,1.2964285714285726
cGAN (DA)-KNN,1,14,6.9900439432901305,4.987470257396783,24.87485956841753,4.7467798594847785
cGAN (DA)-KNN,1,15,6.312108892792303,4.5401937477726095,20.613359267313495,3.762822014051524
cGAN (DA)-KNN,1,16,6.97861332243015,4.983432083703686,24.834595332887265,4.167857142857143
cGAN (DA)-RF,1,0,5.14692361983294,3.747834824425227,14.04626587117447,3.0747353922716667
cGAN (DA)-RF,1,1,6.081012753505692,4.535692199676897,20.57250373020985,4.000966861826693
cGAN (DA)-RF,1,2,7.398707158745189,5.231676003962177,27.370433810433653,5.19438214285714
cGAN (DA)-RF,1,3,3.8016806868355406,3.018697204588674,9.112532812991475,2.4632233313817413
cGAN (DA)-RF,1,4,4.0957270998008894,3.1250751845249125,9.766094908933416,2.3359770491803067
cGAN (DA)-RF,1,5,2.256455244449597,1.5955548047942587,2.545795135102045,1.5534428571428585
cGAN (DA)-RF,1,6,2.1149891367076945,1.6994223516038267,2.8880363291306805,1.3770311832847317
cGAN (DA)-RF,1,7,5.1518436031375225,3.646415782739572,13.296348060612246,2.8996577283372384
cGAN (DA)-RF,1,8,6.852625754442786,4.858990770623632,23.609791309005633,4.357502019906327
cGAN (DA)-RF,1,9,3.7080032504443916,2.621954243050989,6.8746440526530845,2.608328571428576
cGAN (DA)-RF,1,10,2.310138122138418,1.7731602327,3.144097210828718,1.535062851288044
cGAN (DA)-RF,1,11,3.958757022225605,2.7992639354855906,7.8358785805102755,2.433407142857155
cGAN (DA)-RF,1,12,5.166604051505934,3.681886979729863,13.556291731504292,3.0726932669789204
cGAN (DA)-RF,1,13,0.3508510282048291,0.24808914122990733,0.061548221996192906,0.24278035714289545
cGAN (DA)-RF,1,14,6.342946968658562,4.554037350729582,20.739256191840113,4.381255503512883
cGAN (DA)-RF,1,15,7.743820316623009,5.55213735506892,30.826229209551702,5.090355035128806
cGAN (DA)-RF,1,16,7.0788575333822665,5.042854149376017,25.430377971878908,4.800654625292736
WcGAN (DA)-KNN,1,0,4.614025054315054,3.6050597180109087,12.996455570424894,3.0309133489461364
WcGAN (DA)-KNN,1,1,3.581279593833245,3.7426743300546184,14.007611140849786,2.2022248243559717
WcGAN (DA)-KNN,1,2,6.815962057957057,4.819612991491651,23.2286693877551,4.817142857142856
WcGAN (DA)-KNN,1,3,6.61413359033053,4.714319070565408,22.224804299096693,4.354461358313817
WcGAN (DA)-KNN,1,4,4.827052328986162,3.5230377609726546,12.411795065239215,2.5582552693208434
WcGAN (DA)-KNN,1,5,4.793155196182773,3.389272542500373,11.487168367346943,3.3750000000000004
WcGAN (DA)-KNN,1,6,2.4244020557479566,1.984516124629044,3.9383042489126794,1.4059250585480092
WcGAN (DA)-KNN,1,7,3.1879890023136843,2.2567335175619174,5.092846169287385,2.1991334894613583
WcGAN (DA)-KNN,1,8,5.262575704555769,3.9612184095371727,15.69125128805621,3.000772833723654
WcGAN (DA)-KNN,1,9,3.9690527323073854,2.8065441019015482,7.8766897959183675,2.3185714285714276
WcGAN (DA)-KNN,1,10,2.8523953478144235,2.138615497520814,4.573676246236199,1.901241217798594
WcGAN (DA)-KNN,1,11,0.8357142857142845,0.5909392385630426,0.34920918367346865,0.5464285714285709
WcGAN (DA)-KNN,1,12,3.332439392649425,2.52568818071751,6.379100786216125,2.1446487119437943
WcGAN (DA)-KNN,1,13,1.833489480054193,1.2964728445805167,1.680841836734697,1.2964285714285726
WcGAN (DA)-KNN,1,14,6.836377427006829,4.924038033161817,24.24615055202409,4.60784543325527
WcGAN (DA)-KNN,1,15,5.368986733159165,3.9977234091005833,15.98179245567079,3.377107728337237
WcGAN (DA)-KNN,1,16,6.911341420815504,4.93529867733045,24.35717303445969,4.098758782201405
WcGAN (DA)-RF,1,0,4.834135903548626,3.545089434053002,12.567659095434232,3.011758225995319
WcGAN (DA)-RF,1,1,6.24952059751253,4.620455152583081,21.34860581703154,4.024264285714279
WcGAN (DA)-RF,1,2,6.346250258749384,4.487476593068573,20.137446173338326,4.460642602040815
WcGAN (DA)-RF,1,3,3.8857343672997913,3.0427645441152853,9.258416070925099,2.50491421043828
WcGAN (DA)-RF,1,4,3.67644784692343,2.914347855977923,8.493423425643117,2.3137429742388647
WcGAN (DA)-RF,1,5,1.2213054441699478,0.8635933614726188,0.7457934939795772,0.8534357142857045
WcGAN (DA)-RF,1,6,1.9596896720924597,1.60775875380425,2.584888210434195,1.1510040105386423
WcGAN (DA)-RF,1,7,5.338112789896055,3.775017081481234,14.250753965475093,2.791518618266978
WcGAN (DA)-RF,1,8,6.812230321263899,4.832637305595522,23.35438332743355,4.21525064402811
WcGAN (DA)-RF,1,9,3.8248976937098647,2.704611096567032,7.3149211836735235,2.696142857142867
WcGAN (DA)-RF,1,10,2.4642811613833477,1.8817362280324237,3.5409312318896937,1.6420885538641572
WcGAN (DA)-RF,1,11,5.286573702796726,3.7381721144900415,13.973930757550947,3.4989428571428474
WcGAN (DA)-RF,1,12,5.819206645720689,4.140344225033581,17.142450301768925,3.2940994145198967
WcGAN (DA)-RF,1,13,0.29395730707047346,0.20785920520886797,0.043205449190062285,0.18425892857145731
WcGAN (DA)-RF,1,14,6.205601544947358,4.467817578065181,19.961393910868214,4.309729391100707
WcGAN (DA)-RF,1,15,8.153558734076265,5.801066870087393,33.652376831225546,5.249980503512884
WcGAN (DA)-RF,1,16,7.284382812760443,5.185631978108121,26.890779012377536,4.943601375878215
WcGAN-GP (DA)-KNN,1,0,4.748366484947894,3.8241316688991356,14.623983021077288,3.116592505854802
WcGAN-GP (DA)-KNN,1,1,3.8215410857696126,3.784220787102718,14.320326965540316,2.3780796252927394
WcGAN-GP (DA)-KNN,1,2,6.654040356146369,4.705117058120047,22.138126530612247,4.615714285714285
WcGAN-GP (DA)-KNN,1,3,5.643228920207204,4.062001121542004,16.4998531114085,3.532939110070257
WcGAN-GP (DA)-KNN,1,4,4.410485561311288,3.2652197019866147,10.661659702241558,2.5824238875878227
WcGAN-GP (DA)-KNN,1,5,5.009354718312288,3.5421486906874464,12.54681734693879,3.5421428571428577
WcGAN-GP (DA)-KNN,1,6,2.7129584518181313,2.209037328423254,4.879845918367346,1.8588407494145194
WcGAN-GP (DA)-KNN,1,7,4.125157164348981,2.917189832797215,8.509996520575443,2.8870960187353636
WcGAN-GP (DA)-KNN,1,8,5.575892666980103,4.093396214974408,16.75589257276681,2.9853161592505857
WcGAN-GP (DA)-KNN,1,9,3.978989718970565,2.8135706125556426,7.916179591836735,2.417142857142856
WcGAN-GP (DA)-KNN,1,10,2.1532257005289175,1.6698348553961107,2.78834844429575,1.309461358313817
WcGAN-GP (DA)-KNN,1,11,0.8357142857142845,0.5909392385630426,0.34920918367346865,0.5464285714285709
WcGAN-GP (DA)-KNN,1,12,3.503638971985296,2.7000136890474886,7.290073921043828,2.2859367681498837
WcGAN-GP (DA)-KNN,1,13,1.833489480054193,1.2964728445805167,1.680841836734697,1.2964285714285726
WcGAN-GP (DA)-KNN,1,14,7.266822994778069,5.196772366038644,27.006443024422882,4.86351288056206
WcGAN-GP (DA)-KNN,1,15,6.5202691661302605,4.690623606301402,22.00194981599197,4.007142857142858
WcGAN-GP (DA)-KNN,1,16,6.554564060615041,4.688672334498086,21.98364826028773,4.45907494145199
WcGAN-GP (DA)-RF,1,0,5.202171094275287,3.777001719628114,14.26574199007373,3.1987600995316177
WcGAN-GP (DA)-RF,1,1,6.291360991010474,4.660978543932923,21.724720987003067,4.062562763466038
WcGAN-GP (DA)-RF,1,2,6.9489074762352425,4.913619598283836,24.143657556639006,4.860444642857141
WcGAN-GP (DA)-RF,1,3,3.245725642889896,2.7958985888771513,7.817048919285247,2.0845572014051603
